product_id,timestamp,product_type,line_id,shift,supplier_grade,inspection_method,machine_temperature_c,vibration_mm_s,humidity_pct,pressure_bar,conveyor_speed_m_min,material_batch_age_days,operator_experience_months,maintenance_days_since,inspection_score,surface_roughness_um,defect_risk
PRD-00069,2026-01-03 20:00:00,motor,line_3,evening,A,ultrasound,93.04992597849309,2.4851710162820613,55.16709730399262,7.4940108585740335,28.464160163153135,10,58,33,83.7339587499017,3.553208962303498,Low
PRD-00070,2026-01-03 21:00:00,assembly,line_1,night,C,visual,91.55126645077827,4.402305199553498,51.41938256888357,8.231092977406403,29.5417554439474,15,42,20,73.04888701522667,2.990754529025664,Medium
PRD-00071,2026-01-03 22:00:00,valve,line_2,night,C,ultrasound,97.42875848359861,3.587995913900763,60.52288499662329,5.374717347310789,27.738285305087643,74,40,77,93.19198908475461,3.65755397997951,High
PRD-00072,2026-01-03 23:00:00,motor,line_2,night,A,camera,88.08086425701103,4.542388688882675,60.208270866256,6.161848989935567,24.738383129464772,31,21,72,80.60697419736987,2.9867080746326775,Low
PRD-00073,2026-01-04 00:00:00,motor,line_1,evening,B,ultrasound,84.64591903777139,4.7033632811840995,56.71813193280634,5.767913028537833,30.1417093703264,81,21,82,65.13426185246036,2.2164328165296223,Medium
PRD-00074,2026-01-04 01:00:00,valve,line_1,morning,A,visual,94.16173349257328,2.6288577196409024,68.73695323195646,4.6712308351213485,34.431556246221206,64,68,41,92.84535645627335,1.5667280003570108,Low
PRD-00075,2026-01-04 02:00:00,valve,line_3,night,C,visual,90.59123033201412,3.5384891930686244,65.61461387816227,6.677466166565306,24.844805943715663,77,95,11,74.22083327194521,2.088638464123446,Medium
PRD-00076,2026-01-04 03:00:00,valve,line_2,morning,B,ultrasound,102.95918731318982,3.484407585579692,63.01485755243041,6.933404596807026,35.5939857312133,76,116,55,100.0,3.039596515651534,Low
PRD-00077,2026-01-04 04:00:00,valve,line_2,morning,A,camera,92.66966275969462,3.1066547724509417,75.53092458246998,4.707610528576182,34.868736931446314,31,116,47,80.62721929125473,1.9295193745022967,Low
PRD-00078,2026-01-04 05:00:00,motor,line_1,evening,B,ultrasound,86.22838381139132,2.858188574570346,53.828292784018274,5.550600792989617,31.587995296047584,36,89,78,85.1757833380139,3.554387676994815,Low
PRD-00079,2026-01-04 06:00:00,motor,line_1,morning,A,visual,75.60716495699063,4.921706604093268,51.28159736547125,5.433492573084788,31.62018139309759,37,49,50,82.69769623626722,2.21093591536751,Low
PRD-00080,2026-01-04 07:00:00,motor,line_1,night,B,ultrasound,80.35266258244705,3.5623660720586012,61.88290479442687,4.189890356129799,29.255014401959144,9,60,23,80.00742986990542,1.535839173050674,Low
PRD-00081,2026-01-04 08:00:00,valve,line_1,evening,B,visual,73.51236017577587,3.5157737462717216,52.97892561604575,5.956347203801853,30.168066413341144,13,59,61,87.9498992185223,2.248404954948362,Low
PRD-00082,2026-01-04 09:00:00,gear,line_1,evening,B,visual,83.2795037115131,2.5366667901576854,55.09542172518258,4.625709988273718,28.145658105474944,17,50,7,83.50707891796255,2.684647152641667,Low
PRD-00083,2026-01-04 10:00:00,motor,line_3,evening,B,camera,92.40854074586277,4.310254916496206,47.11264027399756,6.190792429506391,30.12655231031669,10,93,15,82.45725130473086,3.860372345638028,Medium
PRD-00084,2026-01-04 11:00:00,motor,line_1,evening,A,visual,84.97063129215587,2.293870998994382,59.85327566170502,6.322945829951749,30.55930464455003,78,47,79,74.27624110930411,2.5907541935370166,Low
PRD-00085,2026-01-04 12:00:00,motor,line_1,morning,A,camera,93.17380215008058,4.045886634613619,43.23194203569912,6.471627339965671,37.52497600140562,40,89,9,80.88204372779214,2.002415077241186,Low
PRD-00086,2026-01-04 13:00:00,motor,line_2,evening,A,visual,87.70058986751211,4.078675232066194,54.22849423072505,6.529586613275856,32.262464177514794,54,94,85,73.18506179371545,3.6337263934341033,Low
PRD-00087,2026-01-04 14:00:00,valve,line_2,evening,C,camera,81.77526168196792,3.0049819408117178,54.87715409987395,7.837128859917042,29.162387726023688,65,30,37,85.04185736325175,3.419409536133588,Low
PRD-00088,2026-01-04 15:00:00,gear,line_1,evening,A,camera,85.7010012413597,3.881182497419816,51.51168926064135,5.029624631021291,29.604373252918588,52,62,59,84.54804239648357,2.413509474411444,Low
PRD-00089,2026-01-04 16:00:00,valve,line_2,evening,B,visual,88.77677352844077,3.7228034708533846,40.942281930708,5.089821820779316,27.146966926732343,87,7,28,83.32345860871048,1.2051231451070523,Low
PRD-00090,2026-01-04 17:00:00,gear,line_1,morning,B,ultrasound,86.11378718770892,3.4527672502278204,40.88295124980439,6.78619667661137,27.806283503525336,15,20,6,91.32078725626002,2.0342750748292358,Low
PRD-00091,2026-01-04 18:00:00,motor,line_1,morning,A,visual,86.20547383081531,3.515532776174279,49.0306207466256,5.841622169621143,33.64278276697166,21,96,10,88.01961342827498,3.081133653117133,Low
PRD-00092,2026-01-04 19:00:00,valve,line_1,morning,B,visual,78.84759913930635,3.5741381878322254,59.312402630096514,7.350391928469932,28.024131596677424,6,90,15,97.63842505513405,3.4988955801217316,Low
PRD-00093,2026-01-04 20:00:00,valve,line_3,morning,B,visual,81.53618987806227,3.6558940072064576,57.31139889153555,6.674026550839253,27.52985621314156,11,39,88,89.3845761224523,2.6139991440462533,Low
PRD-00094,2026-01-04 21:00:00,gear,line_1,night,B,ultrasound,103.06768636923715,3.572290437612448,54.86851712935087,8.301733593951433,27.629949615879575,61,82,4,83.1740860113352,2.4323235544300674,Medium
PRD-00095,2026-01-04 22:00:00,valve,line_1,night,B,visual,94.82773192338834,2.1753629717454297,47.92329211186018,5.890405860272771,27.08328379129337,35,95,58,79.7695516013166,2.0896861810618064,Medium
PRD-00096,2026-01-04 23:00:00,gear,line_1,morning,B,visual,73.20927282552228,3.3173468587932744,57.72905777008886,4.221552513616099,34.508740301374075,63,96,15,71.41028612198734,3.096973583617903,Medium
PRD-00097,2026-01-05 00:00:00,gear,line_3,evening,B,ultrasound,66.0642483399491,3.8179383214362463,40.607765775688655,6.408793703974976,30.57081230344794,50,27,37,92.3143884395466,1.6863387524957272,Low
PRD-00098,2026-01-05 01:00:00,gear,line_1,evening,B,visual,85.60953937158978,3.61674647424715,35.82760414102418,5.913991010503105,28.870741501993965,85,40,2,86.27820538315656,2.0614512006009083,Low
PRD-00099,2026-01-05 02:00:00,motor,line_1,morning,B,manual,92.14778315540792,4.644500311274166,53.05542759027996,6.641384983817485,30.117126559426822,83,105,47,78.60490696806299,3.5976839045969653,Low
PRD-00100,2026-01-05 03:00:00,motor,line_1,morning,A,camera,80.84046530062234,4.244103907399345,50.63158895922377,6.795128624010244,30.8691620388987,11,3,28,84.32302065186393,3.2779982115577506,Medium
PRD-00101,2026-01-05 04:00:00,motor,line_1,night,B,manual,93.1732698255835,2.455508557936237,63.10537038117967,5.358541781884893,27.010825915693793,18,42,69,83.01592119413596,3.6881653265660734,Low
PRD-00102,2026-01-05 05:00:00,gear,line_2,evening,A,camera,85.47723652005668,3.300047470334726,56.263870222182675,4.789193209769814,24.44161757054314,13,105,87,81.31347495550608,1.978364257597175,Low
PRD-00103,2026-01-05 06:00:00,motor,line_2,night,A,ultrasound,83.6955097621842,3.1263960158633743,68.2058824799988,5.824867979985137,35.354010872554376,13,57,73,88.94121847135297,1.4990910865011322,Low
PRD-00104,2026-01-05 07:00:00,gear,line_1,morning,B,camera,91.04892140940146,3.494781816047379,50.61427945043632,3.1425701570706526,33.95209497302583,6,105,71,70.38691461378302,3.6843878195067488,High
PRD-00105,2026-01-05 08:00:00,assembly,line_1,evening,C,visual,80.74499365678184,3.49642232019356,58.89417833217729,6.096800710543461,31.511210375454546,20,97,68,88.39587887269931,3.0899572943121028,Low
PRD-00106,2026-01-05 09:00:00,motor,line_1,morning,C,camera,82.70634942557078,4.2338260030878185,52.98178296467496,5.511074309836603,33.67677574664841,6,41,19,91.88946144694364,3.321564068637801,Low
PRD-00107,2026-01-05 10:00:00,gear,line_1,morning,A,visual,90.3613380970437,3.7127940357693725,66.0537577930491,7.034010053391217,37.65745619372371,83,97,8,73.65696938006006,3.1014752718481486,Low
PRD-00108,2026-01-05 11:00:00,valve,line_1,evening,B,visual,84.7488325034718,4.976654006250261,53.36759642300736,3.6169817597482616,27.858385187375287,74,99,31,67.32053249658128,3.9846499295878384,High
PRD-00109,2026-01-05 12:00:00,motor,line_2,morning,B,visual,100.27021018702189,3.789203765194832,61.83525424116612,6.007614371760765,25.519863770123752,27,78,14,85.48878486646612,3.066724706573879,Low
PRD-00110,2026-01-05 13:00:00,motor,line_3,morning,A,ultrasound,90.55060330284815,2.503291375595268,46.37904828380672,7.891469141660567,32.64606648511059,32,27,29,89.24364709231216,2.667431269947237,Low
PRD-00111,2026-01-05 14:00:00,motor,line_3,morning,B,manual,90.03051062666209,2.9392632557981364,51.67829885494364,6.810481593541223,24.132696120245722,47,25,9,75.3956244652159,2.759856675683924,Low
PRD-00112,2026-01-05 15:00:00,motor,line_3,morning,B,visual,84.60396283147945,4.2245468848781105,54.32765270458027,7.1768063948254355,30.151890615492718,67,45,70,71.50759007337811,2.6856829843625976,High
PRD-00113,2026-01-05 16:00:00,assembly,line_2,evening,C,ultrasound,91.99803741367685,1.5629980825931775,65.1073403197024,6.407680227155937,28.80627433455697,21,50,60,67.89682250660357,3.7630157539215103,High
PRD-00114,2026-01-05 17:00:00,valve,line_2,evening,A,visual,82.41913781758683,1.884943502287946,37.42250447193569,4.006159116119209,32.69555113763505,40,94,45,90.12383454935126,3.5048263749513886,Low
PRD-00115,2026-01-05 18:00:00,gear,line_1,morning,A,visual,87.25902200959612,3.5128366485502767,52.33884442843377,6.199835007722973,28.07090080897109,23,99,74,81.21299637102436,3.770960874498975,Low
PRD-00116,2026-01-05 19:00:00,valve,line_2,morning,C,visual,77.66965562396352,4.641106542225399,52.068158988581594,6.4901872320768055,34.79907911081393,9,40,54,91.77608318051882,0.8984860807886643,Low
PRD-00117,2026-01-05 20:00:00,valve,line_1,morning,B,ultrasound,93.31553113784473,5.068442518345853,38.38421182084495,4.706130546971071,27.01246597787508,27,92,45,61.175866984083626,2.3154227619401087,Medium
PRD-00118,2026-01-05 21:00:00,motor,line_1,evening,C,ultrasound,87.32483757809433,3.239473103573874,51.28771391402548,5.8481353879688,32.823202645488145,23,26,3,82.6248509261147,1.786875301753578,Medium
PRD-00119,2026-01-05 22:00:00,valve,line_2,morning,A,camera,100.86010450958301,4.772994424383061,42.67466295046965,2.5187152451473005,27.334345157354328,5,7,76,90.35586727271324,4.003349044733339,Medium
PRD-00120,2026-01-05 23:00:00,gear,line_1,evening,B,ultrasound,104.13838706935806,3.5867214917226775,36.35469217570086,5.59908218886983,32.19381798089949,31,110,36,74.95499474383888,1.92266108926973,Low
PRD-00121,2026-01-06 00:00:00,valve,line_1,morning,B,visual,91.10655561146518,1.6623020213081234,52.90149737203742,5.476348868620437,25.941416853222517,47,62,11,87.54409356336913,2.9992715825399654,Low
PRD-00122,2026-01-06 01:00:00,valve,line_3,morning,A,manual,85.54740248966323,3.4903081562259564,52.63083903356913,7.682687226736018,29.90354462731433,29,19,73,74.08755304265149,4.109283610292571,Medium
PRD-00123,2026-01-06 02:00:00,motor,line_1,night,B,manual,77.43148390299545,2.7573102504541387,53.04037133632534,5.276132276845568,35.288366360643316,58,111,6,74.88831653084408,2.7850358539320297,Low
PRD-00124,2026-01-06 03:00:00,motor,line_1,evening,B,visual,92.23799842607059,4.601877056573289,57.02286596718681,5.680371529685425,30.460020800566966,10,39,76,82.53115716611073,2.2275596242824993,Low
PRD-00125,2026-01-06 04:00:00,motor,line_3,morning,A,visual,86.68227651116183,3.469189687574616,47.96482541429041,5.90492546726783,34.73230872447059,85,17,41,77.45805651936402,2.685960037450133,Low
PRD-00126,2026-01-06 05:00:00,gear,line_2,night,A,camera,89.30427871323569,1.9665042721322357,69.32684810756737,5.291615971283544,29.89490208029033,80,68,72,92.27311149961925,1.4365876401234356,Low
PRD-00127,2026-01-06 06:00:00,valve,line_2,evening,B,visual,98.83829909964994,1.700342226909729,54.733647934947975,6.863749706198591,27.979802958759425,29,100,41,82.06594814104625,1.322272780081951,Low
PRD-00128,2026-01-06 07:00:00,valve,line_1,night,B,camera,78.40461369069322,3.474824051102659,65.29144370449187,3.6091295833717436,30.6879299782498,78,22,77,92.5498362632616,2.9634373429575493,Low
PRD-00129,2026-01-06 08:00:00,motor,line_1,evening,C,camera,77.6055666521493,0.5957390342483535,41.5608060680903,7.363892044972956,32.47358662353321,50,32,62,87.05235428966618,0.567038606217457,Medium
PRD-00130,2026-01-06 09:00:00,gear,line_3,evening,B,visual,83.10859249303456,2.8782016522065192,48.323762799265005,5.985746258020957,22.377840449327373,63,18,9,75.16401860294198,2.4643115159338866,Low
PRD-00131,2026-01-06 10:00:00,gear,line_2,night,A,ultrasound,91.56960919801459,3.77723639089141,60.49051844035384,7.561976561754511,32.089140177434714,59,46,84,83.671024079278,2.408196667914355,Low
PRD-00132,2026-01-06 11:00:00,motor,line_2,morning,C,camera,89.4389379217159,2.2315801951335703,53.18748579457653,2.7033214294628745,26.240659308688002,28,61,10,75.75059734856903,4.084556228685313,Medium
PRD-00133,2026-01-06 12:00:00,motor,line_1,evening,C,visual,77.83449190643383,4.692784588286395,46.41456490101627,3.076524815266671,25.2462488681572,79,6,41,90.65619361350427,2.938294098305186,Medium
PRD-00134,2026-01-06 13:00:00,motor,line_1,evening,A,ultrasound,91.05242320561986,4.92920785970083,40.29096081084735,5.6496257284974,32.15430666731374,28,33,27,92.93030959536922,2.288126118946176,Low
PRD-00135,2026-01-06 14:00:00,assembly,line_3,morning,B,camera,75.3902974488539,2.2799588566976583,60.865629377922915,6.607098465600673,35.354011709917884,7,28,53,69.03592978104533,3.2692309756197946,High
